team_h,team_a,gol_h,gol_a,giornata
Pescara,Cagliari,1,1,15
Sassuolo,Empoli ,3,0,15
Chievo Verona,Genoa,0,0,15
Juventus,Atalanta,3,1,15
Lazio,Roma,0,2,15
Sampdoria,Torino,2,0,15
Fiorentina,Palermo,2,1,15
Udinese,Bologna,1,0,15
Crotone,Pescara,2,1,16
Cagliari,Napoli,0,5,16
Bologna,Empoli ,0,0,16
Torino,Juventus,1,3,16
Fiorentina,Sassuolo,2,1,16
Sampdoria,Lazio,1,2,16
Atalanta,Udinese,1,3,16
Palermo,Chievo Verona,0,2,16
Inter,Genoa,2,0,16
Roma,Milan,1,0,16
Empoli ,Cagliari,2,0,17
Juventus,Roma,1,0,17
Chievo Verona,Sampdoria,2,1,17
Pescara,Bologna,0,3,17
Genoa,Palermo,3,4,17
Milan,Atalanta,0,0,17
Sassuolo,Inter,0,1,17
Napoli,Torino,5,3,17
Udinese,Crotone,2,0,17
Lazio,Fiorentina,3,1,17
Atalanta,Empoli ,2,1,18
Cagliari,Sassuolo,4,3,18
Palermo,Pescara,1,1,18
Sampdoria,Udinese,0,0,18
Crotone,Juventus,0,2,18
Inter,Lazio,3,0,18
Fiorentina,Napoli,3,3,18
Roma,Chievo Verona,3,1,18
Torino,Genoa,1,0,18
Bologna,Milan,0,1,18
Empoli ,Palermo,1,0,19
Udinese,Inter,1,2,19
Genoa,Roma,0,1,19
Sassuolo,Torino,0,0,19
Juventus,Bologna,3,0,19
Napoli,Sampdoria,2,1,19
Chievo Verona,Atalanta,1,4,19
Lazio,Crotone,1,0,19
Milan,Cagliari,1,0,19
Pescara,Fiorentina,1,2,19
Crotone,Bologna,0,1,20
Cagliari,Genoa,4,1,20
Sampdoria,Empoli ,0,0,20
Napoli,Pescara,3,1,20
Fiorentina,Juventus,2,1,20
Inter,Chievo Verona,3,1,20
Lazio,Atalanta,2,1,20
Sassuolo,Palermo,4,1,20
Udinese,Roma,0,1,20
Torino,Milan,2,2,20
Chievo Verona,Fiorentina,0,3,21
Juventus,Lazio,2,0,21
Palermo,Inter,0,1,21
Bologna,Torino,2,0,21
Atalanta,Sampdoria,1,0,21
Milan,Napoli,1,2,21
Genoa,Crotone,2,2,21
Pescara,Sassuolo,1,3,21
Empoli ,Udinese,1,0,21
Roma,Cagliari,1,0,21
Lazio,Chievo Verona,0,1,22
Torino,Atalanta,1,1,22
Crotone,Empoli ,4,1,22
Sassuolo,Juventus,0,2,22
Sampdoria,Roma,3,2,22
Inter,Pescara,3,0,22
Cagliari,Bologna,1,1,22
Fiorentina,Genoa,3,3,22
Udinese,Milan,2,1,22
Napoli,Palermo,1,1,22
Bologna,Napoli,1,7,23
Atalanta,Cagliari,2,0,23
Genoa,Sassuolo,0,1,23
Chievo Verona,Udinese,0,0,23
Juventus,Inter,1,0,23
Milan,Sampdoria,0,1,23
Pescara,Lazio,2,6,23
Empoli ,Torino,1,1,23
Palermo,Crotone,1,0,23
Roma,Fiorentina,4,0,23
Napoli,Genoa,2,0,24
Crotone,Roma,0,2,24
Sassuolo,Chievo Verona,1,3,24
Torino,Pescara,5,3,24
Cagliari,Juventus,0,2,24
Fiorentina,Udinese,3,0,24
Palermo,Atalanta,1,3,24
Inter,Empoli ,2,0,24
Sampdoria,Bologna,3,1,24
Lazio,Milan,1,1,24
Juventus,Palermo,4,1,25
Empoli ,Lazio,1,2,25
Sampdoria,Cagliari,1,1,25
Chievo Verona,Napoli,1,3,25
Roma,Torino,4,1,25
Atalanta,Crotone,1,0,25
Bologna,Inter,0,1,25
Pescara,Genoa,5,0,25
Udinese,Sassuolo,1,2,25
Milan,Fiorentina,2,1,25
Napoli,Atalanta,0,2,26
Palermo,Sampdoria,1,1,26
Crotone,Cagliari,1,2,26
Chievo Verona,Pescara,2,0,26
Inter,Roma,1,3,26
Juventus,Empoli ,2,0,26
Genoa,Bologna,1,1,26
Sassuolo,Milan,0,1,26
Lazio,Udinese,1,0,26
Fiorentina,Torino,2,2,26
Roma,Napoli,1,2,27
Milan,Chievo Verona,3,1,27
Empoli ,Genoa,0,2,27
Udinese,Juventus,1,1,27
Crotone,Sassuolo,0,0,27
Sampdoria,Pescara,3,1,27
Atalanta,Fiorentina,0,0,27
Cagliari,Inter,1,5,27
Torino,Palermo,3,1,27
Bologna,Lazio,0,2,27
Juventus,Milan,2,1,28
Sassuolo,Bologna,0,1,28
Fiorentina,Cagliari,1,0,28
Chievo Verona,Empoli ,4,0,28
Palermo,Roma,0,3,28
Genoa,Sampdoria,0,1,28
Inter,Atalanta,7,1,28
Napoli,Crotone,3,0,28
Pescara,Udinese,1,3,28
Lazio,Torino,3,1,28
Torino,Inter,2,2,29
Empoli ,Napoli,2,3,29
Crotone,Fiorentina,0,1,29
Cagliari,Lazio,0,0,29
Udinese,Palermo,4,1,29
Milan,Genoa,1,0,29
Bologna,Chievo Verona,4,1,29
Sampdoria,Juventus,0,1,29
Atalanta,Pescara,3,0,29
Roma,Sassuolo,3,1,29
Sassuolo,Lazio,1,2,30
Torino,Udinese,2,2,30
Fiorentina,Bologna,1,0,30
Chievo Verona,Crotone,1,2,30
Napoli,Juventus,1,1,30
Roma,Empoli ,2,0,30
Genoa,Atalanta,0,5,30
Palermo,Cagliari,1,3,30
Pescara,Milan,1,1,30
Inter,Sampdoria,1,2,30
Empoli ,Pescara,1,1,31
Juventus,Chievo Verona,2,0,31
Udinese,Genoa,3,0,31
Milan,Palermo,4,0,31
Cagliari,Torino,2,3,31
Atalanta,Sassuolo,1,1,31
Sampdoria,Fiorentina,2,2,31
Crotone,Inter,2,1,31
Bologna,Roma,0,3,31
Lazio,Napoli,0,3,31
Inter,Milan,2,2,32
Palermo,Bologna,0,0,32
Torino,Crotone,1,1,32
Pescara,Juventus,0,2,32
Sassuolo,Sampdoria,2,1,32
Roma,Atalanta,1,1,32
Cagliari,Chievo Verona,4,0,32
Fiorentina,Empoli ,1,2,32
Genoa,Lazio,2,2,32
Napoli,Udinese,3,0,32
Atalanta,Bologna,3,2,33
Sassuolo,Napoli,2,2,33
Sampdoria,Crotone,1,2,33
Lazio,Palermo,6,2,33
Juventus,Genoa,4,0,33
Fiorentina,Inter,5,4,33
Udinese,Cagliari,2,1,33
Milan,Empoli ,1,2,33
Chievo Verona,Torino,1,3,33
Pescara,Roma,1,4,33
Atalanta,Juventus,2,2,34
Roma,Lazio,1,3,34
Palermo,Fiorentina,2,0,34
Cagliari,Pescara,1,0,34
Bologna,Udinese,4,0,34
Torino,Sampdoria,1,1,34
Genoa,Chievo Verona,1,2,34
Crotone,Milan,1,1,34
Empoli ,Sassuolo,1,3,34
Inter,Napoli,0,1,34
Napoli,Cagliari,3,1,35
Udinese,Atalanta,1,1,35
Pescara,Crotone,0,1,35
Genoa,Inter,1,0,35
Lazio,Sampdoria,7,3,35
Juventus,Torino,1,1,35
Empoli ,Bologna,3,1,35
Sassuolo,Fiorentina,2,2,35
Chievo Verona,Palermo,1,1,35
Milan,Roma,1,4,35
Fiorentina,Lazio,3,2,36
Inter,Sassuolo,1,2,36
Cagliari,Empoli ,3,2,36
Torino,Napoli,0,5,36
Crotone,Udinese,1,0,36
Atalanta,Milan,1,1,36
Sampdoria,Chievo Verona,1,1,36
Palermo,Genoa,1,0,36
Bologna,Pescara,3,1,36
Roma,Juventus,3,1,36
Chievo Verona,Roma,3,5,37
Empoli ,Atalanta,0,1,37
Sassuolo,Cagliari,6,2,37
Udinese,Sampdoria,1,1,37
Lazio,Inter,1,3,37
Napoli,Fiorentina,4,1,37
Milan,Bologna,3,0,37
Juventus,Crotone,3,0,37
Genoa,Torino,2,1,37
Pescara,Palermo,2,0,37
Atalanta,Chievo Verona,1,0,38
Cagliari,Milan,2,1,38
Sampdoria,Napoli,2,4,38
Crotone,Lazio,3,1,38
Torino,Sassuolo,5,3,38
Bologna,Juventus,1,2,38
Roma,Genoa,3,2,38
Palermo,Empoli ,2,1,38
Fiorentina,Pescara,2,2,38
Inter,Udinese,5,2,38
