team_h,team_a,gol_h,gol_a,giornata
Parma,Empoli ,1,0,7
Sampdoria,SPAL,2,1,7
Torino,Frosinone,3,2,8
Udinese,Juventus,0,2,8
Genoa,Parma,1,3,8
Lazio,Fiorentina,1,0,8
Napoli,Sassuolo,2,0,8
Cagliari,Bologna,2,0,8
Empoli ,Roma,0,2,8
Atalanta,Sampdoria,0,1,8
Milan,Chievo Verona,3,1,8
SPAL,Inter,1,2,8
Roma,SPAL,0,2,9
Udinese,Napoli,0,3,9
Bologna,Torino,2,2,9
Parma,Lazio,0,2,9
Inter,Milan,1,0,9
Juventus,Genoa,1,1,9
Frosinone,Empoli ,3,3,9
Chievo Verona,Atalanta,1,5,9
Fiorentina,Cagliari,1,1,9
Sampdoria,Sassuolo,0,0,9
Atalanta,Parma,3,0,10
Torino,Fiorentina,1,1,10
Cagliari,Chievo Verona,2,1,10
SPAL,Frosinone,0,3,10
Napoli,Roma,1,1,10
Empoli ,Juventus,1,2,10
Sassuolo,Bologna,2,2,10
Genoa,Udinese,2,2,10
Milan,Sampdoria,3,2,10
Lazio,Inter,0,3,10
Napoli,Empoli ,5,1,11
Fiorentina,Roma,1,1,11
Lazio,SPAL,4,1,11
Parma,Frosinone,0,0,11
Bologna,Atalanta,1,2,11
Inter,Genoa,5,0,11
Juventus,Cagliari,3,1,11
Chievo Verona,Sassuolo,0,2,11
Sampdoria,Torino,1,4,11
Udinese,Milan,0,1,11
Frosinone,Fiorentina,1,1,12
SPAL,Cagliari,2,2,12
Atalanta,Inter,4,1,12
Empoli ,Udinese,2,1,12
Sassuolo,Lazio,1,1,12
Torino,Parma,1,2,12
Genoa,Napoli,1,2,12
Chievo Verona,Bologna,2,2,12
Roma,Sampdoria,4,1,12
Milan,Juventus,0,2,12
Udinese,Roma,1,0,13
Inter,Frosinone,3,0,13
Bologna,Fiorentina,0,0,13
Napoli,Chievo Verona,0,0,13
Genoa,Sampdoria,1,1,13
Juventus,SPAL,2,0,13
Parma,Sassuolo,2,1,13
Empoli ,Atalanta,3,2,13
Lazio,Milan,1,1,13
Cagliari,Torino,0,0,13
SPAL,Empoli ,2,2,14
Sampdoria,Bologna,4,1,14
Frosinone,Cagliari,1,1,14
Torino,Genoa,2,1,14
Roma,Inter,2,2,14
Fiorentina,Juventus,0,3,14
Milan,Parma,2,1,14
Sassuolo,Udinese,0,0,14
Chievo Verona,Lazio,1,1,14
Atalanta,Napoli,1,2,14
Juventus,Inter,1,0,15
Cagliari,Roma,2,2,15
Sassuolo,Fiorentina,3,3,15
Parma,Chievo Verona,1,1,15
Genoa,SPAL,1,1,15
Napoli,Frosinone,4,0,15
Lazio,Sampdoria,2,2,15
Empoli ,Bologna,2,1,15
Udinese,Atalanta,1,3,15
Milan,Torino,0,0,15
Inter,Udinese,1,0,16
SPAL,Chievo Verona,0,0,16
Frosinone,Sassuolo,0,2,16
Cagliari,Napoli,0,1,16
Atalanta,Lazio,1,0,16
Torino,Juventus,0,1,16
Fiorentina,Empoli ,3,1,16
Sampdoria,Parma,2,0,16
Roma,Genoa,3,2,16
Bologna,Milan,0,0,16
Lazio,Cagliari,3,1,17
Genoa,Atalanta,3,1,17
Napoli,SPAL,1,0,17
Udinese,Frosinone,1,1,17
Parma,Bologna,0,0,17
Empoli ,Sampdoria,2,4,17
Milan,Fiorentina,0,1,17
Sassuolo,Torino,1,1,17
Chievo Verona,Inter,1,1,17
Juventus,Roma,1,0,17
Frosinone,Milan,0,0,18
Bologna,Lazio,0,2,18
Fiorentina,Parma,0,1,18
Roma,Sassuolo,3,1,18
Torino,Empoli ,3,0,18
Atalanta,Juventus,2,2,18
Cagliari,Genoa,1,0,18
Sampdoria,Chievo Verona,2,0,18
SPAL,Udinese,0,0,18
Inter,Napoli,1,0,18
Juventus,Sampdoria,2,1,19
Empoli ,Inter,0,1,19
Lazio,Torino,1,1,19
Sassuolo,Atalanta,2,6,19
Napoli,Bologna,3,2,19
Chievo Verona,Frosinone,1,0,19
Genoa,Fiorentina,0,0,19
Parma,Roma,0,2,19
Udinese,Cagliari,2,0,19
Milan,SPAL,2,1,19
Roma,Torino,3,2,20
Inter,Sassuolo,0,0,20
SPAL,Bologna,1,1,20
Cagliari,Empoli ,2,2,20
Genoa,Milan,0,2,20
Udinese,Parma,1,2,20
Frosinone,Atalanta,0,5,20
Fiorentina,Sampdoria,3,3,20
Napoli,Lazio,2,1,20
Juventus,Chievo Verona,3,0,20
Sassuolo,Cagliari,3,0,21
Milan,Napoli,0,0,21
Bologna,Frosinone,0,4,21
Parma,SPAL,2,3,21
Lazio,Juventus,1,2,21
Sampdoria,Udinese,4,0,21
Chievo Verona,Fiorentina,3,4,21
Atalanta,Roma,3,3,21
Torino,Inter,1,0,21
Empoli ,Genoa,1,3,21
Empoli ,Chievo Verona,2,2,22
Juventus,Parma,3,3,22
Udinese,Fiorentina,1,1,22
Inter,Bologna,0,1,22
Frosinone,Lazio,0,1,22
Napoli,Sampdoria,3,0,22
SPAL,Torino,0,0,22
Genoa,Sassuolo,1,1,22
Roma,Milan,1,1,22
Cagliari,Atalanta,0,1,22
Lazio,Empoli ,1,0,23
Fiorentina,Napoli,0,0,23
Bologna,Genoa,1,1,23
Atalanta,SPAL,2,1,23
Sassuolo,Juventus,0,3,23
Chievo Verona,Roma,0,3,23
Parma,Inter,0,1,23
Sampdoria,Frosinone,0,1,23
Torino,Udinese,1,0,23
Milan,Cagliari,3,0,23
Juventus,Frosinone,3,0,24
Atalanta,Milan,1,3,24
Udinese,Chievo Verona,1,0,24
Empoli ,Sassuolo,3,0,24
Napoli,Torino,0,0,24
Cagliari,Parma,2,1,24
SPAL,Fiorentina,1,4,24
Genoa,Lazio,2,1,24
Inter,Sampdoria,2,1,24
Roma,Bologna,2,1,24
Milan,Empoli ,3,0,25
Frosinone,Roma,2,3,25
Chievo Verona,Genoa,0,0,25
Sassuolo,SPAL,1,1,25
Fiorentina,Inter,3,3,25
Torino,Atalanta,2,0,25
Sampdoria,Cagliari,1,0,25
Bologna,Juventus,0,1,25
Parma,Napoli,0,4,25
Lazio,Udinese,2,0,25
Cagliari,Inter,2,1,26
Milan,Sassuolo,1,0,26
Torino,Chievo Verona,3,0,26
Genoa,Frosinone,0,0,26
Atalanta,Fiorentina,3,1,26
Empoli ,Parma,3,3,26
Lazio,Roma,3,0,26
Udinese,Bologna,2,1,26
SPAL,Sampdoria,1,2,26
Napoli,Juventus,1,2,26
Juventus,Udinese,4,1,27
Chievo Verona,Milan,1,2,27
Sampdoria,Atalanta,1,2,27
Frosinone,Torino,1,2,27
Fiorentina,Lazio,1,1,27
Parma,Genoa,1,0,27
Bologna,Cagliari,2,0,27
Inter,SPAL,2,0,27
Sassuolo,Napoli,1,1,27
Roma,Empoli ,2,1,27
Cagliari,Fiorentina,2,1,28
SPAL,Roma,2,1,28
Genoa,Juventus,2,0,28
Empoli ,Frosinone,2,1,28
Napoli,Udinese,4,2,28
Sassuolo,Sampdoria,3,5,28
Torino,Bologna,2,3,28
Atalanta,Chievo Verona,1,1,28
Lazio,Parma,4,1,28
Milan,Inter,2,3,28
Chievo Verona,Cagliari,0,3,29
Juventus,Empoli ,1,0,29
Parma,Atalanta,1,3,29
Frosinone,SPAL,0,1,29
Bologna,Sassuolo,2,1,29
Udinese,Genoa,2,0,29
Sampdoria,Milan,1,0,29
Roma,Napoli,1,4,29
Fiorentina,Torino,1,1,29
Inter,Lazio,0,1,29
Milan,Udinese,1,1,30
Empoli ,Napoli,2,1,30
Genoa,Inter,0,4,30
Frosinone,Parma,3,2,30
Sassuolo,Chievo Verona,4,0,30
Cagliari,Juventus,0,2,30
Roma,Fiorentina,2,2,30
SPAL,Lazio,1,0,30
Torino,Sampdoria,2,1,30
Atalanta,Bologna,4,1,30
Parma,Torino,0,0,31
Sampdoria,Roma,0,1,31
Udinese,Empoli ,3,2,31
Inter,Atalanta,0,0,31
Napoli,Genoa,1,1,31
Juventus,Milan,2,1,31
Fiorentina,Frosinone,0,1,31
Cagliari,SPAL,2,1,31
Lazio,Sassuolo,2,2,31
Bologna,Chievo Verona,3,0,31
SPAL,Juventus,2,1,32
Milan,Lazio,1,0,32
Fiorentina,Bologna,0,0,32
Sassuolo,Parma,0,0,32
Frosinone,Inter,1,3,32
Roma,Udinese,1,0,32
Torino,Cagliari,1,1,32
Sampdoria,Genoa,2,0,32
Chievo Verona,Napoli,1,3,32
Atalanta,Empoli ,0,0,32
Parma,Milan,1,1,33
Cagliari,Frosinone,1,0,33
Udinese,Sassuolo,1,1,33
Genoa,Torino,0,1,33
Inter,Roma,1,1,33
Lazio,Chievo Verona,1,2,33
Bologna,Sampdoria,3,0,33
Empoli ,SPAL,2,4,33
Juventus,Fiorentina,2,1,33
Napoli,Atalanta,1,2,33
Bologna,Empoli ,3,1,34
Inter,Juventus,1,1,34
SPAL,Genoa,1,1,34
Sampdoria,Lazio,1,2,34
Atalanta,Udinese,2,0,34
Roma,Cagliari,3,0,34
Frosinone,Napoli,0,2,34
Chievo Verona,Parma,1,1,34
Torino,Milan,2,0,34
Fiorentina,Sassuolo,0,1,34
Juventus,Torino,1,1,35
Udinese,Inter,0,0,35
Lazio,Atalanta,1,3,35
Parma,Sampdoria,3,3,35
Napoli,Cagliari,2,1,35
Chievo Verona,SPAL,0,4,35
Empoli ,Fiorentina,1,0,35
Sassuolo,Frosinone,2,2,35
Genoa,Roma,1,1,35
Milan,Bologna,2,1,35
Atalanta,Genoa,2,1,36
Fiorentina,Milan,0,1,36
Sampdoria,Empoli ,1,2,36
SPAL,Napoli,1,2,36
Bologna,Parma,4,1,36
Cagliari,Lazio,1,2,36
Torino,Sassuolo,3,2,36
Frosinone,Udinese,1,3,36
Roma,Juventus,2,0,36
Inter,Chievo Verona,2,0,36
Udinese,SPAL,3,2,37
Sassuolo,Roma,0,0,37
Parma,Fiorentina,1,0,37
Milan,Frosinone,2,0,37
Napoli,Inter,4,1,37
Genoa,Cagliari,1,1,37
Chievo Verona,Sampdoria,0,0,37
Empoli ,Torino,4,1,37
Juventus,Atalanta,1,1,37
Lazio,Bologna,3,3,37
Frosinone,Chievo Verona,0,0,38
Torino,Lazio,3,1,38
Inter,Empoli ,2,1,38
SPAL,Milan,2,3,38
Atalanta,Sassuolo,3,1,38
Bologna,Napoli,3,2,38
Sampdoria,Juventus,2,0,38
Fiorentina,Genoa,0,0,38
Roma,Parma,2,1,38
Cagliari,Udinese,1,2,38
